Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
637,539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,50,163,Medium Fast,1,Human-Like,,100.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,559,142.0,0.25402504472271914,0.26893963309831986,0.3745764495422498,0.4410887789820758,0.3615349538742151,0.21756111719682802,0.29975008778721884,0.3676158358430836,0.28418597436932425,0.0,0.0
638,540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,50,62,Medium Slow,1,Bug,,50.0,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,165,40.0,0.24242424242424243,0.5591681521093287,0.5965537730243613,0.23724301841948903,0.4643216478510596,0.3248990581260334,0.29381082443516504,0.13970556391031405,0.20748682370567723,0.0,0.0
639,541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,50,133,Medium Slow,1,Bug,,50.0,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,176,52.0,0.29545454545454547,0.41276737967914445,0.5528966131907308,0.2190508021390374,0.3949049316696376,0.2405193528875977,0.3028189961335696,0.051699853422513375,0.18628222766769073,0.0,0.0
640,542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,50,225,Medium Slow,1,Bug,,50.0,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,178,62.0,0.34831460674157305,0.48742013659396344,0.5148490857016964,0.21077329808327827,0.40434750679297937,0.3256293627679439,0.29723317036203273,0.11072678293978896,0.2065355549863566,0.0,0.0
641,543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,50,52,Medium Slow,1,Bug,,50.0,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,183,47.0,0.2568306010928962,0.43499410693239055,0.284217293474767,0.29838208507446695,0.3391978284938748,0.2606845884590846,0.10283140048685874,0.10060276425119102,0.1319083613004664,0.0,0.0
642,544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,50,126,Medium Slow,1,Bug,,50.0,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,243,61.0,0.25102880658436216,0.4236746550472041,0.397918179617526,0.42904865649963686,0.416880497054789,0.1877115327236141,0.17348697894756301,0.2056159652929714,0.17996440183937626,0.0,0.0
643,545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,50,218,Medium Slow,1,Bug,,50.0,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,346,91.0,0.2630057803468208,0.4764932562620424,0.30691374815822287,0.3864671880312819,0.3899580641505157,0.22537090985531372,0.0927119003254975,0.21033997798943863,0.15542509665905316,0.0,0.0
644,546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,50,56,Medium Fast,2,Fairy,Grass,50.0,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,190,49.0,0.2578947368421053,0.5288338493292053,0.6057378740970072,0.5601857585139319,0.5649191606467148,0.3628723034356255,0.39057588871709026,0.400350377078096,0.3791930375368142,0.0,0.0
645,547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,50,168,Medium Fast,2,Fairy,Grass,50.0,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,819,96.0,0.11721611721611722,0.644506691565515,0.626100696688932,0.5301012712777419,0.600236219844063,0.34508917343000495,0.33226219837932136,0.3049585058517782,0.3242153681951648,0.0,0.0
646,548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,50,56,Medium Fast,1,Grass,,0.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,159,46.0,0.2893081761006289,0.49364903193982,0.6055493895671477,0.35646812183993093,0.4852221811156329,0.2518269284908282,0.3065706835988809,0.20726188158745834,0.23632975602461173,0.0,0.0
647,549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,50,168,Medium Fast,1,Grass,,0.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,265,62.0,0.2339622641509434,0.5324750277469479,0.5455419903810582,0.3214206437291898,0.46647922061906527,0.2890450526606154,0.28277875194483126,0.20792948354630322,0.22606187958444837,0.0,0.0
648,550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,50,161,Medium Fast,1,Water 2,,50.0,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,389,83.0,0.2133676092544987,0.4179343716921216,0.45189777710570095,0.3623065678713645,0.4107129055563957,0.3173605602710939,0.3212048677866947,0.30356527625345797,0.2988429672045847,0.0,0.0
649,550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,50,161,Medium Fast,1,Water 2,,50.0,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,379,85.0,0.22427440633245382,0.38130270577888153,0.4638936313311604,0.4134719851001087,0.4195561074033835,0.2978976962424108,0.3233517520643259,0.33528833385840573,0.30598648769581144,0.0,0.0
650,551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,50,58,Medium Slow,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,203,60.0,0.2955665024630542,0.48940403747705985,0.4234907756205931,0.34165942238964553,0.4181847451624328,0.2982265826590997,0.22500003087870568,0.13809540260344763,0.21476843824061748,0.0,0.0
651,552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,50,123,Medium Slow,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,252,69.0,0.27380952380952384,0.5248521630874573,0.4512293806411454,0.36563958916900097,0.44724037763253455,0.2970921618088927,0.22908966033132427,0.1656833212969504,0.2215691957366118,0.0,0.0
652,553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,50,260,Medium Slow,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,368,83.0,0.22554347826086957,0.5110294117647058,0.38801150895140674,0.4190537084398977,0.4393648763853367,0.2654899082206944,0.19960969823108235,0.20875844518197506,0.21019868162674726,0.0,0.0
653,554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,50,63,Medium Slow,1,Field,,50.0,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,181,43.0,0.23756906077348067,0.6162279276351424,0.29985917018741204,0.23652908677283072,0.3842053948651284,0.38463013588297357,0.2520116488931783,0.19327671179212305,0.25463187550018124,0.0,0.0
654,554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40.0,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,50,63,Medium Slow,1,Field,,50.0,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,183,43.0,0.23497267759562843,0.5427836708453874,0.5989499624986607,0.6231222543662274,0.588285295903425,0.40017961548986786,0.4053156980092898,0.4060468469464384,0.39976881770588746,0.0,0.0
655,555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,50,168,Medium Slow,1,Field,,50.0,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,606,135.0,0.22277227722772278,0.588921245065683,0.33475700511227596,0.2743027243900861,0.3993269915226817,0.3777271954872352,0.26332773886025473,0.21506781490296956,0.2640908738618652,0.0,0.0
656,555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,50,189,Medium Slow,1,Field,,50.0,20,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,462,73.0,0.15800865800865802,0.3251506663271369,0.4696120872591461,0.5023427552839318,0.4323685029567383,0.2236845689374822,0.2677203958746335,0.3082864297565895,0.25286422449785956,0.0,0.0
657,555,Galarian Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,60,50,168,Medium Slow,1,Field,,50.0,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,684,107.0,0.1564327485380117,0.6722336887971563,0.7037209035661048,0.7150670794633643,0.6970072239422085,0.3869376508890495,0.377074881731051,0.3756907685714268,0.37790236757197626,0.05357142857142857,0.0
658,555,Galarian Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,60,50,168,Medium Slow,0,,,50.0,20,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5,637,104.0,0.16326530612244897,0.681546464739742,0.6191953704558747,0.5707698464000984,0.6238372271985717,0.36836578243559925,0.37680518731725243,0.39159611103925435,0.3638139277183121,0.0,0.0
659,556,Maractus,Maracamba,マラカッチ (Maracacchi),5,Normal,Cactus Pokémon,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,50,161,Medium Fast,1,Grass,,50.0,20,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,598,140.0,0.23411371237458195,0.4269919338973047,0.46155813495966946,0.32567381467637224,0.4047412945111155,0.3171867804325737,0.32063463155912764,0.2204007663813268,0.2651106906155675,0.0,0.0
660,557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,50,65,Medium Fast,2,Bug,Mineral,50.0,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,192,49.0,0.2552083333333333,0.4488766339869281,0.3366625816993465,0.2615400326797386,0.3490264161220044,0.3598664422706857,0.24662995439721225,0.22514873083307435,0.25568411427820187,0.0,0.0
661,558,Crustle,Castellith,イワパレス (Iwapalace),5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,50,170,Medium Fast,2,Bug,Mineral,50.0,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,730,104.0,0.14246575342465753,0.541993016384636,0.41461724415793716,0.3188074133763094,0.42513922463962756,0.2973063905269448,0.219165682039561,0.1547785312987783,0.2144517033342462,0.017857142857142856,0.0
662,559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,2,Dragon,Field,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,134,44.0,0.3283582089552239,0.5818554287386597,0.44940005853087506,0.2129938542581212,0.4147497805092186,0.4359926772200637,0.3517810476242057,0.26192325260519717,0.3243505948551133,0.0,0.0
663,560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,50,171,Medium Fast,2,Dragon,Field,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,520,118.0,0.22692307692307692,0.5803167420814479,0.4070965309200603,0.2662518853695325,0.41788838612368023,0.38367346733740554,0.28574685104963155,0.1969425290884846,0.2700961483004375,0.0,0.0
664,561,Sigilyph,Symvolara,シンボラー (Symboler),5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,50,172,Medium Fast,1,Flying,,50.0,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,621,213.0,0.34299516908212563,0.362975592813615,0.37718417479713295,0.3094187111237409,0.3498594929114963,0.3493978054890787,0.3414670307862831,0.32764074215754907,0.32200509063941235,0.0,0.0
665,562,Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,50,61,Medium Fast,2,Amorphous,Mineral,50.0,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,157,60.0,0.3821656050955414,0.3049831397527164,0.26841513675533907,0.21006619208192834,0.2611548228633279,0.32371351570390566,0.2879050433535149,0.21729422044255597,0.26044987599629443,0.0,0.0
666,562,Galarian Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,190,50,61,Medium Fast,2,Amorphous,Mineral,50.0,25,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,153,64.0,0.41830065359477125,0.25992566961425095,0.22160707420222991,0.24516211713443548,0.24223162031697212,0.26085149824312365,0.21845927176429827,0.25365822207483163,0.2369160252016644,0.0,0.0
667,563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,50,169,Medium Fast,2,Amorphous,Mineral,50.0,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,728,233.0,0.32005494505494503,0.3259965524671407,0.32705774617539324,0.24238310708898947,0.2984791352438411,0.33533997648355335,0.29409346592922253,0.206633952835505,0.25426268670075686,0.0,0.0
668,564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,50,71,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,197,67.0,0.3401015228426396,0.34981586543246734,0.40354334627251914,0.4995122922265353,0.4176238346438406,0.1430501385828596,0.2047961826653591,0.29140224280349486,0.20714913826377376,0.0,0.0
669,565,Carracosta,Karippas,アバゴーラ (Abagoura),5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,50,173,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368,83.0,0.22554347826086957,0.3772271952259164,0.45554134697357207,0.5615302642796249,0.4647662688263711,0.13003950504715814,0.20756208150041328,0.2828401035548823,0.20191757013580675,0.0,0.0
670,566,Archen,Flapteryx,アーケン (Archen),5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,50,71,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,192,56.0,0.2916666666666667,0.5390318627450981,0.4371732026143791,0.4186478758169934,0.4649509803921568,0.32162386667429277,0.24810603814988405,0.30937178934519743,0.237128554113978,0.0,0.0
671,567,Archeops,Aeropteryx,アーケオス (Archeos),5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567,75,140,65,112,65,110,45,50,177,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,319,88.0,0.27586206896551724,0.4812342491855677,0.49124101051078745,0.4412686704775954,0.47124797672465024,0.328621632929004,0.2530374654395578,0.2914758792591031,0.2267075473975065,0.0,0.0
672,568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,50,66,Medium Fast,1,Mineral,,50.0,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,185,56.0,0.3027027027027027,0.3510121886592475,0.42134605193428726,0.30157922628510864,0.3579791556262144,0.29078618267884904,0.31898866211822674,0.2570054254304745,0.2823290774075356,0.0,0.0
673,569,Garbodor,Deponitox,ダストダス (Dustdas),5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,50,166,Medium Fast,1,Mineral,,50.0,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,690,137.0,0.19855072463768117,0.4716794543904519,0.4650014208581984,0.3909803921568627,0.4425537558018376,0.3260861566797457,0.28311210267234865,0.2578356935792977,0.2830181214077593,0.0,0.0
674,570,Zorua,Zorua,ゾロア (Zorua),5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,50,66,Medium Slow,1,Field,,87.5,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,186,58.0,0.3118279569892473,0.41577060931899645,0.3825426944971537,0.42726122707147374,0.40852484362920805,0.21603940845500572,0.18589896662677435,0.21921076502594966,0.19156139917450593,0.0,0.0
675,571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,50,179,Medium Slow,1,Field,,87.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,339,93.0,0.2743362831858407,0.45722713864306785,0.3385042512580253,0.3669269477702586,0.387552779223784,0.25428372844853375,0.1344574310899259,0.16397481958538068,0.1579923240691081,0.0,0.0
676,572,Minccino,Picochilla,チラーミィ (Chillarmy),5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,50,60,Fast,1,Field,,25.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,254,76.0,0.2992125984251969,0.48429828624363125,0.47375328083989504,0.4759302146055272,0.47799392722968453,0.3651229597355564,0.3621032629634433,0.3616184680966268,0.3616559377296401,0.0,0.0
677,573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,50,165,Fast,1,Field,,25.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,659,122.0,0.18512898330804248,0.5564402392216371,0.5723466928501294,0.5676693742747478,0.5654854354488381,0.33615280591567454,0.34197605967780126,0.3492292488156737,0.34091943972948435,0.0,0.0
678,574,Gothita,Mollimorba,ゴチム (Gothimu),5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,50,58,Medium Slow,1,Human-Like,,25.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,152,43.0,0.28289473684210525,0.48312693498452014,0.45663054695562433,0.49135706914344685,0.4770381836945304,0.3931772173234339,0.37796581659250733,0.3939437717011192,0.3854303188486362,0.0,0.0
679,575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,50,137,Medium Slow,1,Human-Like,,25.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,247,68.0,0.27530364372469635,0.43621497181868696,0.43134079542748277,0.4412161625783917,0.4362573099415205,0.37276499679329744,0.3677040877728468,0.3741472030848563,0.37032515407788413,0.0,0.0
680,576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,50,245,Medium Slow,1,Human-Like,,25.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,553,136.0,0.24593128390596744,0.34754458745523525,0.3482962805375315,0.34903379073148244,0.348291552908083,0.2952749049021402,0.2846602095085306,0.3016930784155074,0.2924273663062577,0.0,0.0
681,577,Solosis,Monozyto,ユニラン (Uniran),5,Normal,Cell Pokémon,1,Psychic,,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,50,58,Medium Slow,1,Amorphous,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,170,40.0,0.23529411764705882,0.4149942329873126,0.5727335640138408,0.38991926182237596,0.45921568627450976,0.29337309926076566,0.3524422493674558,0.2479447423133851,0.2894907399503232,0.0,0.0
682,578,Duosion,Mitodos,ダブラン (Doublan),5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,50,130,Medium Slow,1,Amorphous,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,240,49.0,0.20416666666666666,0.39267973856209154,0.5735947712418301,0.3911601307189542,0.4524782135076253,0.2605684562116188,0.33844115487090326,0.23040446300513737,0.2697773665998228,0.0,0.0
